Inhalt der zu verarbeitenden Matrizen
-------------------------------------
In jeder Dateizeile stehen, getrennt durch Tabulator:
Zeile	Spalte	Wert
26170	18280	5
17465	16922	5
14229	11609	4
12324	31111	4
6728	13188	2
13696	24822	6
16896	18622	1
13178	30836	1
11176	8049	4
23805	14183	1
21658	5008	7
7539	10185	2
23141	2747	7
28922	11012	2
22957	11044	1
12644	17527	3
2009	22023	2
27542	3802	7
5759	6363	1
18722	6383	5
16598	21642	3
2091	6992	6
17049	15428	8
28670	7213	3
13589	5583	3
15074	30553	2
14940	25455	6
7683	12291	7
18398	25513	4
32403	16092	8
6343	11667	3
3950	2726	5
9720	12405	7
5345	12896	5
17537	5091	6
29806	6013	6
3283	29077	2
5270	31739	3
15405	13484	6
29980	23336	8
12019	8745	1
25147	13691	4
11758	15539	7
17853	9935	3
24991	27150	3
28411	7126	6
9783	2765	6
18230	9901	8
32714	9499	8
22970	7119	8
25047	27070	8
28623	6108	6
11841	18074	1
20080	9193	3
3909	31830	7
30763	12641	5
27926	21764	8
16330	26513	5
2856	14282	5
2183	3194	7
8780	31233	1
22274	32646	3
25642	2128	5
25138	6182	4
2499	25246	8
13822	5003	5
12797	31741	7
16716	25589	5
13925	27600	4
26535	31055	7
2989	4066	4
29378	19985	3
4241	22313	3
6795	29852	5
10535	31588	3
23177	24717	1
32199	985	7
438	1214	6
31753	5595	3
26138	27116	7
7572	26599	1
30668	27446	5
19372	12910	1
10029	7412	1
18368	17839	4
16491	22431	4
8303	3629	3
=== Matrix Nr. 91 ===
4793	17333	8
14262	22942	5
959	25824	2
2629	11375	4
8234	20947	7
4403	31788	1
24678	21394	7
3713	15726	2
17636	25115	1
10802	29723	7
12165	11699	5
18656	27424	7
2040	27461	1
17942	29934	7
22314	16268	1
3031	10327	4
10789	14342	3
11801	1451	2
18149	4575	3
3102	24091	4
7697	28249	2
21236	19411	3
31393	20821	3
25469	4935	7
19656	12814	1
29275	24063	1
25551	30369	5
16736	18282	2
8135	20262	6
30421	27234	4
25204	11922	5
1642	18051	6
14485	1801	7
2928	4543	4
8030	5120	3
7308	27861	3
22970	22110	1
6029	471	4
26917	21352	7
17068	16356	6
24118	20633	3
6694	9701	3
6204	9822	5
29661	32546	5
11632	23793	5
1540	19139	4
15785	11718	4
32511	9125	4
28569	2377	3
3077	28676	5
23803	13278	7
14627	30949	5
19519	15966	8
20651	22354	1
22156	23948	6
6462	31158	6
3892	16690	6
22761	28168	2
32248	22249	5
10513	11651	3
20385	11704	3
14889	27922	2
6365	18189	3
30552	460	5
30053	22207	6
22944	19205	3
16851	5915	7
30513	23521	2
14515	14115	1
18134	23674	4
27566	22671	6
30926	24288	6
30699	24626	2
32111	16047	7
242	22215	8
10077	8684	2
32695	4444	5
6719	26719	8
23447	8144	4
14391	21167	3
8553	25887	5
20365	31968	8
4350	4210	8
14152	17	5
13204	16176	3
9382	15742	2
20018	12158	6
7358	2361	1
22760	26605	5
19621	13591	4
16482	25686	4
6132	27844	4
10578	258	4
8321	31224	2
17822	21692	3
15264	29764	2
6484	16218	7
2135	8694	7
25041	30174	3
30523	30715	2
15265	5704	4
24568	17615	4
13310	7330	5
2481	14040	2
14588	16374	1
8886	10433	6
26559	6446	1
22857	32433	6
6738	20237	5
27242	30059	2
24314	10683	1
23766	8386	4
16660	13733	5
3528	2276	3
4068	20634	6
543	28262	3
10714	28014	4
27111	19226	7
21307	22918	2
15755	14868	4
21813	11551	2
8971	7020	6
7870	6700	5
12047	6299	8
29396	22302	1
26805	13449	4
26608	14840	4
2140	24225	4
10970	3441	4
2285	8842	8
11022	3361	8
8260	5721	2
8573	5860	1
24269	10062	5
21070	20215	3
24429	27012	2
4322	380	1
26705	10518	8
31065	18283	1
29242	15273	8
5432	11802	6
3933	1888	3
18698	10206	4
27637	28824	6
1810	12659	4
29198	29192	8
26471	11054	8
18240	6940	5
9	13871	3
13894	7836	1
14303	17662	1
28605	4095	7
26002	19551	4
13425	30718	7
26565	27717	1
16635	6466	7
5660	21028	2
1437	9280	1
780	19737	7
9891	17821	5
5230	24988	4
16569	31931	7
3396	28092	5
18916	4148	4
19774	28688	8
29483	21616	6
23252	4839	1
30747	23708	6
21268	2652	2
8344	10404	6
9849	28501	7
11974	781	1
11361	23198	6
21999	6070	2
7935	27283	4
30891	26855	3
4059	25377	2
7095	14915	7
26941	2822	6
2115	24939	3
11034	6795	8
21402	14972	7
21078	20284	3
15212	21170	1
20344	21829	2
19761	17862	7
11821	631	8
29775	23280	1
8485	10283	8
7696	13458	8
7721	22647	3
29582	29167	3
9352	12404	6
2324	1151	3
15402	23686	3
=== Matrix Nr. 92 ===
8113	17093	6
17885	27875	1
236	173	7
26058	32713	6
26066	14808	5
14092	5166	4
4581	13411	7
9176	21189	4
8071	787	2
16326	5294	6
16122	996	7
27153	13872	3
10768	29801	1
23526	10568	7
7707	1933	6
11040	3833	2
6849	8330	7
17413	12186	3
16316	1331	2
31960	18841	2
15537	3557	4
15454	11114	6
11681	9147	7
18608	14491	1
17315	19933	6
17892	9035	1
3304	13562	1
17534	6761	1
24628	28750	7
3489	17040	4
12118	12750	4
12151	21081	1
8517	3906	1
13906	27765	5
8166	17532	1
3943	8439	3
20139	28400	8
22591	11403	8
30351	32076	3
27180	26515	7
10517	28149	1
21343	12388	7
32596	3427	2
14200	17166	6
15165	16853	1
20395	13951	4
145	9184	7
1735	2528	1
10321	15283	7
1985	7797	4
11396	18745	8
5533	31085	3
9123	4432	6
14781	1637	7
2586	21718	6
20996	7817	5
32144	26177	5
23124	8604	6
24827	22766	5
1349	17737	1
29101	4468	1
26161	13448	5
29911	8353	3
8933	31755	1
8760	23269	5
28052	25054	2
7154	7254	3
30690	30151	8
27837	11676	7
13863	13578	4
31981	22615	3
13871	22423	1
1030	31209	6
3875	5591	7
32726	22954	4
6252	15748	7
31560	17379	3
13219	4446	7
15987	32049	1
6634	659	6
11916	6686	5
22343	9267	4
32714	13573	4
32477	6160	1
=== Matrix Nr. 93 ===
13403	28843	8
14605	29134	5
2803	16398	4
10467	30745	3
17580	7252	7
22635	5431	8
23842	14310	3
29621	32621	2
16658	27160	1
10416	30453	1
3823	4336	6
5675	14965	8
18976	3813	2
24219	21559	1
29927	26803	5
29275	24063	1
17269	29074	4
3616	27540	2
13372	25411	1
18264	15995	6
2199	169	1
15604	24873	3
16139	16671	8
23896	29234	4
8742	17900	6
19788	12619	6
13382	5246	2
18199	9595	5
17984	13290	7
32521	9985	7
14223	4589	1
21349	23311	3
7889	21209	2
18159	942	2
4037	19773	8
19590	28764	2
28675	15650	4
3985	27727	4
24097	1075	6
=== Matrix Nr. 94 ===
30773	19803	3
9990	25390	4
31609	21234	6
13204	20077	8
9973	26290	8
19713	8815	8
5271	6265	7
8288	24215	2
24223	28170	8
6743	31664	8
5356	25232	1
6645	16591	8
27688	19633	4
9758	29856	1
13431	25068	6
21262	16981	8
26802	17522	2
28124	28828	3
10334	1221	4
25099	28278	3
32213	21172	2
12675	3261	4
16224	20885	6
20880	19641	4
29999	12753	7
24495	19234	6
18297	26129	3
30557	19531	8
24361	5304	7
3614	6526	7
10455	22120	4
11631	2216	7
23819	30917	5
14959	32483	8
25085	26810	2
18776	21387	2
23106	10719	6
20255	31952	1
20789	26843	5
28123	12311	6
16624	21715	3
10432	28537	3
30522	4168	4
4811	11077	8
30133	17392	6
6011	31062	6
7973	15977	1
24357	15760	1
9915	8675	7
6343	17902	4
6040	32009	3
12651	8670	4
14855	24276	8
17770	12259	6
26921	3346	1
29250	19889	6
26366	5057	7
12209	5697	6
13841	30605	5
3406	30351	5
18229	25	3
11755	27907	5
12053	24280	7
11341	20655	5
27262	32155	2
19754	21734	6
18867	3112	3
4210	29412	7
14895	1649	2
26685	18034	2
9104	30018	4
9731	3021	3
14259	10631	6
7912	7237	6
16161	13941	2
11830	21565	8
25174	2353	3
10597	2209	2
1432	15578	2
6983	27368	2
20557	16381	2
17440	16952	4
14865	7375	4
31453	1359	3
18180	18388	7
12205	29750	5
18941	20657	2
2718	8685	5
24235	16215	3
269	15759	2
9934	23512	6
21264	10146	7
32002	10615	7
15906	19338	5
5347	3543	4
25778	7774	7
13156	854	1
622	23437	5
7093	25076	2
4954	27922	7
19473	19549	3
10259	12331	4
834	14054	4
19409	18643	3
4800	23710	1
12551	17771	8
2745	23245	4
24492	16720	2
9317	9579	3
27798	20570	5
17511	10102	1
25453	5749	2
21054	14391	3
5405	21970	1
17121	10959	7
31450	17248	2
25635	12204	8
25093	25740	8
883	6056	7
12188	27267	3
17934	22284	4
18941	15972	1
16840	31404	7
11802	3866	7
27880	11212	2
29051	31979	8
8409	28574	4
1175	18384	4
32406	5485	3
372	32050	6
21786	21207	7
16522	22188	3
2371	28574	1
25177	7892	7
15330	11007	5
1597	21056	4
21999	17039	5
5973	8772	2
3099	18186	2
32424	19477	5
8760	17815	6
13765	12888	6
3115	19573	8
14223	8272	3
19815	2057	3
13560	25878	3
31009	12738	4
20953	23209	8
17597	23635	2
4648	16318	8
2851	24880	1
6707	23693	6
15103	24919	1
1207	2583	4
17175	32703	8
26597	12433	3
30527	17933	4
16046	31997	6
28048	5219	7
24051	14106	6
18156	9049	7
30066	6187	8
1786	2951	1
27255	6218	1
24348	2090	5
11975	11077	2
27913	21189	6
8254	10029	8
14616	5075	1
3594	24104	4
2398	2274	4
18080	8740	1
13864	15021	5
7594	17525	6
24955	32271	6
15268	31888	4
5792	4333	1
20712	18523	4
14312	94	2
1107	7619	5
4138	14273	6
14799	30884	4
10918	12418	8
10076	16675	8
3925	18609	2
12149	1538	2
=== Matrix Nr. 95 ===
31443	23243	1
11752	25503	4
28766	23349	5
24691	31642	6
27039	4192	5
26303	27222	4
15165	146	5
3489	32465	4
22126	31933	2
18332	28293	2
12019	20985	6
26902	8789	5
2638	13168	1
2252	23217	6
10258	27873	6
21854	6255	5
23706	29199	2
22285	17685	5
11917	31140	7
253	20615	5
7407	4732	2
14244	13134	5
14016	6232	5
6692	19448	1
28239	10588	2
31424	13124	1
25026	20464	2
5810	13845	5
32659	3285	4
22542	30043	8
18665	23442	7
19566	2939	4
19733	16262	1
4508	21466	3
8350	29242	6
21890	23704	1
22430	31691	6
14579	29595	6
15971	25743	5
32057	30587	2
31885	23346	8
29294	27124	7
20001	11524	5
12540	1246	1
23369	22072	4
21216	5092	5
17078	20018	2
12682	25713	5
29672	6216	3
13158	2689	3
19902	7029	5
118	21607	2
27423	25588	5
6025	24737	6
27297	18373	8
17894	12358	5
8044	885	5
407	5575	4
18652	22229	8
10890	21226	2
31618	352	4
20802	27215	6
8595	19569	1
25050	26587	1
12789	9642	2
2169	220	6
17495	13844	6
24723	14288	6
20006	29406	1
4742	30978	4
26420	27336	8
31603	15491	1
18031	8092	4
26984	28463	6
1534	7491	8
27186	1974	6
31634	18517	8
13682	3551	7
23772	7230	7
27332	18821	6
20831	21828	8
17188	7167	2
18965	23831	5
206	493	5
19620	20656	7
27464	13473	7
8985	11433	1
3429	10653	5
25177	10591	8
18768	5089	6
18642	8811	8
15117	24060	4
25612	7517	2
23535	9494	1
1835	12743	8
31216	23674	2
13705	18670	2
27638	15933	7
3041	30140	6
2142	22810	6
14286	5584	8
21872	13473	6
137	4791	5
17285	31807	1
5421	1717	6
3840	14031	1
5090	19117	1
15473	5046	3
23234	6911	5
2937	6073	3
32348	8060	5
19782	17156	5
2839	18109	1
20926	30504	3
19944	8067	2
10939	16113	8
5653	15078	8
26332	29542	1
1281	14463	8
11737	24661	4
25134	31188	6
26213	20524	7
22778	11432	8
20981	6689	3
21192	29699	4
25870	16073	3
7049	1547	2
8938	7855	7
30699	10506	2
31115	13203	4
7060	9258	4
6043	16462	1
21294	2265	1
1962	29843	5
2362	16337	4
5288	22792	4
24030	4403	5
10670	19819	6
10533	315	8
4975	17846	1
15472	25454	2
21486	5258	1
25358	1125	2
10566	16454	5
19241	20074	6
3757	28051	4
30608	26544	1
27382	9547	8
28682	2255	7
25147	29961	2
26929	16573	5
26746	28869	8
24065	6027	6
20812	16703	7
25773	4996	2
15608	32305	6
13646	7306	3
32151	25727	3
13445	10166	1
28415	22484	7
11570	2486	2
21170	23672	7
3015	22613	2
7427	8515	6
13022	29744	5
21292	6893	7
13343	14737	6
12821	26934	7
10650	976	3
25579	5019	7
27422	12516	3
7910	28302	8
14388	15067	1
12744	31594	1
31433	23408	8
21246	9379	4
20395	4611	7
3432	9432	6
22885	24215	4
29239	722	8
22300	9380	5
22877	9633	3
23680	32475	1
640	27462	1
10476	26939	7
26237	12722	6
19267	6392	6
3536	13574	5
19766	12841	7
23169	22352	1
23542	22848	4
29799	9535	2
7543	29354	1
31968	2180	7
26835	19766	8
27468	25555	5
15735	1039	4
1517	7625	5
26640	11116	2
25347	14113	5
5498	26435	6
19503	15864	3
29478	28065	4
21133	4885	6
14759	15996	8
27648	22386	3
26982	6421	7
8868	18291	2
27320	31552	3
17769	5775	1
31166	20784	2
13623	22879	5
7138	31899	3
27707	1351	4
8136	4179	3
17699	21552	8
10758	6558	2
26225	16414	4
24595	8956	2
6708	7542	2
12313	21530	7
21701	27732	6
20405	16672	3
19803	6217	2
9425	12190	1
24976	23373	4
13072	25028	4
6447	9172	7
11664	26797	5
4582	1854	8
16356	9437	8
29353	16672	4
21141	2116	7
21745	21785	2
20117	28521	3
26139	27685	6
96	3979	8
28045	18361	7
1725	5582	5
29810	29709	8
613	14297	4
4645	4177	6
21237	12402	3
27820	24266	2
25333	750	6
24269	10257	6
10207	30362	4
32155	9179	5
23656	5995	7
30111	24346	2
27255	15239	8
31707	19035	2
18318	9620	5
26970	3236	8
410	27086	7
6161	13898	4
13144	20554	8
20024	19565	6
24278	6392	8
357	12575	4
4546	22082	2
3342	30052	6
2676	6490	1
12353	31117	4
9731	30603	6
21674	13718	4
32451	4661	6
21834	26260	6
8183	21310	1
17768	32600	6
24230	3601	4
10399	27083	6
4300	14726	8
13078	13237	3
21344	4437	8
5456	31979	5
9451	11731	1
6410	13849	7
7582	5930	2
32033	18079	7
20265	5466	6
7296	21823	6
9669	4242	7
4223	651	8
20782	19920	7
14649	13655	8
6013	16835	7
30402	30874	3
19748	10342	7
29776	10107	5
21629	6601	4
17061	3979	3
19620	1287	1
12638	6740	8
19096	24667	4
28418	18110	6
26845	2511	3
1489	4103	1
30984	22013	7
24529	9019	7
5	13007	2
9865	17765	6
12537	8790	3
9058	23555	3
9220	13823	8
19380	30291	1
23896	11474	8
28634	20890	6
11870	30596	3
9963	27511	1
24029	15227	7
6379	7380	7
9569	2595	7
18316	15651	2
16726	29716	8
31191	16607	2
24208	30724	6
2393	30598	6
27446	7031	4
4006	19600	5
2638	20394	6
26961	3088	1
28765	12080	6
16294	30450	5
5326	12594	3
23758	15397	7
14120	13657	1
1572	780	2
2105	22474	5
1759	26885	1
9915	24248	5
2408	30449	8
23585	23413	5
26599	29947	8
29069	22294	3
19701	29198	7
24101	9981	3
25462	8644	1
18229	24545	3
257	11950	6
8165	24119	3
14439	6209	2
31092	4357	3
10802	31441	4
5673	12414	1
18234	1376	4
24706	23558	2
7579	13358	8
21836	21353	2
17075	30791	3
2716	11617	4
3318	4998	2
5869	8654	4
9907	28099	2
717	18469	8
7970	21290	1
29912	6908	8
4437	13551	2
15099	14284	8
20702	31951	7
1330	15924	6
23116	6439	4
25909	29790	1
6599	27280	2
17379	32359	8
1147	32047	5
18492	5321	3
4495	18243	4
30024	18998	3
26069	21407	2
23375	11129	2
4479	6657	5
28185	25638	2
8567	8337	4
13626	10559	4
3631	10479	7
27799	1827	6
=== Matrix Nr. 96 ===
20483	28813	6
6817	25184	5
9603	16210	3
28410	4919	2
29246	28852	5
14216	4602	1
7400	8914	3
13081	16011	3
2541	5164	8
20518	30623	2
19408	17421	8
19291	1693	7
29932	29387	8
29931	27435	2
11882	30302	5
29917	24003	4
26255	19718	2
1487	745	2
7334	15086	4
6884	20703	4
6972	24859	3
4316	10214	3
24936	27388	8
13188	8547	6
8777	32124	3
22525	13459	3
11787	19817	2
24977	3976	1
23058	31870	6
2569	31137	4
9752	25478	8
1989	20682	4
31326	5443	7
31498	17689	1
32583	31009	3
14643	28326	8
18675	11749	6
26578	18362	3
29110	17357	8
13035	2455	1
=== Matrix Nr. 97 ===
21623	6883	3
4288	29846	2
29799	7537	2
19182	15438	2
20874	30672	3
14286	14063	6
511	9747	6
84	6960	8
30240	1337	3
19934	6734	8
25021	22757	7
6331	3092	1
28451	14294	4
23366	16613	4
12472	24719	3
30450	29245	6
19528	25844	6
28569	17447	1
10077	14015	6
5861	27285	5
32305	14369	8
9399	23460	3
22311	23278	6
=== Matrix Nr. 98 ===
23243	5163	3
17092	24089	6
278	26153	7
23711	11380	7
5518	8431	2
7114	4336	4
17746	12568	8
16790	13263	8
32378	10924	7
11211	29057	3
28915	6660	2
2977	26414	6
31273	2117	7
5415	23062	2
2685	26255	5
13013	13892	7
25774	7987	2
14200	5720	7
30397	28296	3
31940	26955	2
18688	27966	7
26407	11384	6
27474	29760	4
30647	8022	6
12712	18042	1
31565	9118	2
18553	18220	1
4653	30682	8
32430	901	1
19916	29585	1
26141	3264	7
2706	13183	1
27840	7166	5
2476	2471	5
8222	19337	6
=== Matrix Nr. 99 ===
13123	22563	8
14755	26952	1
25530	3823	1
11744	5260	2
18114	9263	4
4575	3456	5
6494	23453	8
4374	26334	1
18485	23838	4
13221	15035	7
20925	17333	5
10192	10628	6
11301	17738	3
29443	22148	1
15631	10491	7
11715	22413	4
17779	17657	6
2891	13717	5
3649	32282	3
14551	14956	5
12957	4775	8
27072	27604	7
10958	10002	6
31990	20122	5
18227	26260	1
23938	27792	3
11482	25318	3
25362	11884	2
11667	1424	2
22716	30460	1
5007	10886	3
16247	7985	7
15596	12038	5
12043	2795	5
15804	12538	3
13139	7311	1
16241	14919	3
32048	25037	3
2731	28879	3
1411	32287	8
9435	28439	6
9721	10217	2
15682	29382	4
32415	4934	1
23845	25981	8
4204	29148	7
32092	14779	1
5191	20821	2
22403	30918	3
4917	10833	4
4969	32722	1
28591	28644	7
24995	6618	2
14673	29698	2
14916	12520	4
7016	3946	4
25383	3267	1
19452	15342	5
9043	20025	5
25712	17953	4
12641	23931	1
19927	30683	6
2277	10061	8
14972	12056	1
30544	6132	7
21341	19726	6
27335	5159	4
7044	22425	3
28122	3949	6
25735	6985	8
20776	7344	2
22160	9917	5
24651	16627	1
21437	10246	7
12718	14688	7
12737	6988	6
14606	7476	6
13824	26097	2
21208	6447	6
16290	31705	5
4778	17804	8
26709	5290	5
18838	6331	2
28592	21790	1
2303	2121	4
20084	13499	8
27942	22201	3
9766	25236	7
18113	10305	7
14001	3031	5
23857	4512	7
26381	15702	3
2868	15254	5
3882	13653	5
30245	14996	4
24708	27959	4
29275	24063	1
9256	11719	5
22577	31467	3
20436	27024	3
24652	14369	2
6199	12538	4
32763	29102	6
8781	7895	7
150	19376	3
32062	10888	8
5002	5961	8
11514	32156	6
6160	7438	6
14104	26313	6
28887	27517	3
31739	27631	7
14636	6929	6
6817	8225	6
26180	16856	6
10177	17386	5
19635	3730	3
12522	9546	5
27456	18361	3
27373	540	3
5002	17679	4
5817	10980	3
=== Matrix Nr. 100 ===
24123	31363	4
10857	7478	1
7107	24964	1
13380	5178	7
29644	2592	6
19400	29427	7
29926	28549	8
=== Matrix Nr. 101 ===
18733	16213	8
17184	25529	6
30171	30284	8
12160	5280	5
2239	8262	6
7077	24755	3
6035	2780	8
29677	31729	7
17002	14255	8
4087	21996	3
20766	14737	1
15458	22534	8
21116	12434	8
25098	32566	2
6972	10900	3
32317	5876	4
22305	12638	4
15512	788	7
18657	4217	2
20112	9401	5
26013	11319	6
26061	2739	1
16144	28842	4
19946	22484	5
15303	14980	6
22321	10795	1
32502	29968	4
26472	25634	5
10696	20414	7
26325	5366	1
24133	13059	1
12027	28667	6
12309	20343	8
28097	23216	5
2515	4980	3
27387	10125	5
3498	21160	4
6044	10256	8
11890	18520	7
5356	27256	3
14984	10303	4
18332	18470	1
25617	31575	8
23952	28585	4
2672	23784	3
16048	25046	6
14099	8629	1
45	31611	7
29664	22043	3
28395	11668	2
27631	8575	1
28958	1035	8
14158	19558	6
10292	8033	3
22792	13306	7
13215	24539	2
25251	12539	8
2603	16645	6
29390	12616	6
25300	23209	8
27898	19068	4
26462	14477	5
26133	12635	2
14875	19601	5
26266	5381	4
1452	14087	1
23732	11807	4
10388	3937	1
31024	12666	5
26616	19325	4
18529	4834	3
15341	28220	6
13392	28690	2
3346	22063	2
20428	25862	3
28273	27506	3
25134	16931	8
20449	6163	1
14841	29162	3
9299	30877	8
24728	7984	2
21717	6801	5
29666	11797	2
25655	31999	3
14903	10544	6
12428	27515	8
3148	12708	2
5889	17946	2
31750	7199	8
13250	26954	1
16873	32245	8
23265	16017	1
786	21706	6
2174	7071	4
32687	30868	2
13726	1854	5
15986	31446	4
3193	21496	2
25463	18277	3
12834	20115	1
8585	6674	2
5330	4786	1
10969	31250	3
13638	565	8
17019	14078	2
1775	27711	6
8774	11447	3
5599	14038	4
24812	10907	6
29366	27303	1
29286	4043	8
17416	25171	6
20736	20852	2
6637	10052	2
26547	338	5
2993	17422	6
1678	23020	6
4333	6329	2
4181	9024	6
15976	6028	5
15526	15818	7
25741	20787	3
19520	6959	2
20582	27985	8
30022	13057	6
29005	10467	4
11148	26436	2
13532	17915	6
19799	8132	2
22465	4282	7
14100	29790	8
1406	19356	5
24813	24009	2
14912	2407	5
32593	24961	1
16720	17757	2
15295	22748	5
12238	31374	5
3448	7297	6
11952	8528	7
4580	21672	6
6214	26185	7
4817	17393	7
11428	12436	1
15567	26048	2
15819	13539	7
29273	31310	2
=== Matrix Nr. 102 ===
32613	29103	2
14477	27124	5
28527	5331	7
155	5735	3
25643	1319	3
7485	3026	4
292	10998	4
5579	23823	5
30778	10338	5
20687	7545	4
23779	3857	6
20004	12293	8
16172	21183	1
27904	22181	3
4379	20613	2
5250	24099	3
21632	20724	6
5524	16887	6
2140	32596	2
21314	198	4
5219	31402	3
15062	25988	3
22084	30036	6
26457	4732	6
18365	24150	5
1101	29345	7
=== Matrix Nr. 103 ===
17833	23473	3
12723	10996	2
8063	32601	2
24511	2285	4
5127	10408	4
25293	3105	1
2859	603	6
28779	22686	3
1579	4481	8
23701	27824	2
13987	25572	5
23169	12303	8
16928	11469	4
18049	11180	7
15158	5435	1
9957	16522	7
6745	16609	2
12270	22895	5
20455	7043	6
15141	9810	2
13856	31377	1
23738	16843	4
1280	3346	3
8631	32756	5
17214	2097	6
6180	25465	4
22231	2324	3
7798	8398	3
7403	21705	2
10722	193	1
9182	1376	5
19295	10975	2
5111	24471	5
18819	13674	8
20977	3738	8
14727	7121	5
17465	27593	3
11271	15844	3
11995	22153	2
21088	6467	1
9016	1147	5
1980	23475	1
22568	11450	2
29996	2139	3
13336	4334	3
10843	798	2
13874	15701	3
3264	15499	8
3270	29963	7
32098	15896	2
22118	12862	3
6526	18851	5
6247	31255	5
5299	28782	4
12502	4719	5
27532	17687	8
17149	31670	1
9070	26930	1
9475	31636	3
2393	658	6
31322	5413	1
29450	28007	1
14827	4583	7
32337	6074	7
12361	19123	4
14522	10221	1
27985	16974	3
3551	13124	7
18938	27520	2
25854	10926	6
7756	12978	6
1699	4923	7
10415	10105	6
=== Matrix Nr. 104 ===
18823	27913	2
24338	31906	2
12789	9869	4
14244	5523	8
12624	29566	4
14854	3623	3
7065	9686	6
11075	9799	7
18169	3226	5
13822	19689	2
11714	12144	4
23944	15949	6
25958	20261	1
9689	22402	2
23884	12986	6
29617	30107	5
11928	17802	3
3905	289	2
25142	13991	4
14633	13984	3
1227	29318	4
13500	25443	3
14429	18314	5
23478	14781	2
16847	6932	5
3832	8814	3
25727	6176	2
29922	6404	3
18603	407	3
16727	16206	3
14702	8670	4
3238	30772	2
19823	32329	3
21945	5267	5
6547	20604	4
349	31987	4
28505	8419	7
19337	22826	2
28838	1217	2
231	4941	8
299	18317	8
17930	17787	2
25003	31376	8
32539	14956	4
7115	22279	4
26082	14020	4
25904	24115	8
21874	21913	1
22299	24	2
6631	27829	8
21444	7398	3
30705	15730	8
17690	15927	4
29480	15691	2
6330	15526	5
27479	3437	5
2875	31608	5
18494	23281	1
2335	18235	5
26759	27021	4
13829	1464	3
13269	2260	8
6904	5251	1
22839	14434	3
8939	16651	6
14965	22918	4
30912	1	2
6618	3398	7
7277	17253	2
9108	21462	7
11553	21925	4
11466	16085	3
1135	17799	2
20961	6637	4
25329	476	1
19129	26028	6
10457	5421	6
9929	28332	3
30062	20699	6
31833	16230	4
7791	29813	6
15694	13637	6
19645	18727	6
10569	12756	7
15857	4753	8
2056	18200	3
17056	28008	6
18499	27259	6
8054	2479	7
7803	15312	4
2935	29039	1
7299	22098	6
12293	3624	4
17819	32701	6
24441	11908	6
11386	28092	7
15732	15080	2
32669	21618	7
24627	25332	7
23987	4292	1
=== Matrix Nr. 105 ===
5253	10013	5
12032	6050	2
30272	2266	3
25092	28567	8
3390	12578	2
6362	27703	6
9034	20525	6
25081	15174	5
8584	10925	5
21094	8627	5
1088	2058	7
4221	6844	7
27147	21047	8
26061	30155	2
32728	834	3
5066	8188	1
7496	17836	8
14901	3137	7
23879	17446	1
28562	14751	5
27895	23123	4
2823	14594	5
16191	31634	6
23661	23693	8
23970	1535	8
31364	30848	4
16169	10039	1
14469	25083	7
29826	17783	7
2954	12880	4
9380	23341	2
32128	21925	2
22425	11298	7
3747	8710	4
30013	696	7
26542	12363	7
15376	2294	2
20046	592	3
22639	9304	8
14963	14960	2
16082	19617	3
1681	22097	4
3037	29975	4
19958	4945	2
872	7416	6
29630	27967	7
25549	18191	3
21002	6180	6
13590	16801	3
1156	31807	5
5096	7993	5
29276	10130	1
17975	22012	4
31546	27264	3
15407	32380	3
18398	32117	4
2517	27734	6
2663	11158	2
30273	10741	5
17266	8917	3
908	3664	4
14484	17432	5
24267	32387	4
32218	11809	1
2464	18060	2
5973	21627	4
22351	7062	1
6367	20394	7
5468	8089	1
6549	17969	8
31768	28984	6
7616	26212	2
23980	17440	7
5409	30461	7
2684	32092	4
1245	6367	4
6141	11344	1
15223	32409	2
13140	17509	5
21155	11906	6
31572	1158	3
5584	27274	5
5561	20729	3
30138	9482	4
25005	14656	8
20587	3137	6
24064	18183	8
21101	15938	8
9110	21572	5
24859	13686	8
17655	22038	8
10073	516	2
2571	5899	3
21779	32449	1
27488	5839	4
14168	28784	8
29331	32371	5
20976	29817	2
19885	8141	1
25775	24682	2
410	7077	7
5639	17873	7
19453	23972	1
10615	18008	8
32529	28227	8
1008	21040	7
599	31279	8
6473	24348	7
14659	11222	2
1362	12495	5
27941	24349	1
22573	31568	1
2554	8310	7
20720	3737	7
5619	8126	3
12995	26304	4
22994	5305	6
24563	32318	6
17512	22025	6
17330	10285	5
15836	25825	7
7801	5785	7
28548	16113	3
21072	5439	6
2934	13633	3
9055	31555	1
27419	8682	3
22163	30410	5
32361	28656	8
31562	11128	7
3473	20405	6
20023	14660	6
19779	30641	4
21243	13097	7
=== Matrix Nr. 106 ===
18903	17523	8
20272	25990	3
18422	15393	8
3284	6753	3
31141	14569	7
850	24002	1
23730	6946	7
3493	11996	7
21496	12047	1
31038	6852	6
7935	15238	7
19643	996	4
19406	17887	4
30351	25965	2
11549	19711	8
29482	17519	4
21281	24668	5
14149	18540	3
4000	22854	3
5721	13174	6
15904	27616	5
18033	13886	5
28486	4745	4
22991	30360	3
17076	20906	1
23586	8039	1
15643	19226	3
1084	1774	2
20530	24486	1
27790	29937	4
10447	598	8
21451	25648	8
15196	13438	4
21636	21285	2
342	13010	6
7590	26121	3
31390	31458	2
20241	20616	3
23489	19916	2
1224	18358	8
28294	19	3
8304	11544	7
7259	4048	4
21514	18917	3
29315	29109	6
8759	24007	6
